nome,lat,lon
boa,43.70650899686018,10.475590835438952
boa,43.70661394037174,10.475528306836889
boa,43.706546912625086,10.47542069204338
boa,43.70666791361805,10.475413156167917
boa,43.706464677803325,10.475462639182158
tubo,43.706446699195595,10.475555578099186
tubo,43.70648938730232,10.47531918489234
