Nord_x,Est_y
22.751203607259495,33.08933994695574
22.752965353116355,33.08946162595848
22.756536949788345,33.08458211532157
22.75813729059063,33.084596170992036
22.759725868068315,33.08462485938733
22.761741314855694,33.08462191810197
22.763759362522343,33.08458631684651
22.765966609313693,33.0845987468438
22.768134828780823,33.08448396326911
22.770024681370035,33.08428590672363
22.77197972980405,33.084394013669
22.77398664952394,33.084385063814594
22.77619806903029,33.08438773490213
22.778623434179448,33.08417622306883
22.781032237805817,33.0837335555844
22.783592293162975,33.08299268390907
22.78609688194272,33.082325296942145
22.788522799778725,33.08180054802346
22.790836823972153,33.08122609654772
22.793141085680443,33.080687043422714
22.797126559987486,33.07524939302984
22.799526969417375,33.07447578537525
22.80177643809117,33.07362302616398
22.80394947483903,33.072585627882724
22.80621288295353,33.07169417270236
22.8085991628241,33.07123625275567
22.81102038847601,33.07081509753012
22.81384423730606,33.070335807857745
22.817941919057414,33.065028792346354
22.82074492975586,33.06428202169359
22.823396210246546,33.06335169699202
22.826134165038805,33.062348067286656
22.828811944107304,33.061421740051706
22.831475132808528,33.060680925928
22.834371994256394,33.06010671542565
22.837335732932694,33.05969624942098
22.840380501719853,33.05923753503115
22.8431849895481,33.0586431454424
22.845879884946516,33.05805847451573
22.848526519899313,33.0573864656022
22.852401577693584,33.0518112227338
22.85522850305283,33.05099854675494
22.85816278253087,33.05022007387315
22.861147168513394,33.0491601249684
22.864244480009074,33.04783492818885
22.867394804209113,33.046176542239564
22.870563084370747,33.04452787367059
22.873912843710276,33.042907047526484
22.87717885332389,33.041569457152
22.8807589063873,33.040242367705886
22.884221582758855,33.03917972476986
22.887616352858437,33.03808179922723
22.890974717715892,33.0369114488746
22.894200637743996,33.035578349962194
22.89722306723989,33.03421462371591
22.90018907461794,33.03289084944844
22.903094938783223,33.031597432701574
22.905992531728383,33.03029685020065
22.908990041549796,33.029004959533154
22.911991572839426,33.027617565085166
22.916521868451202,33.02183523967954
22.91994253355499,33.02022717807558
22.923288515258736,33.01894015212257
22.926757676866202,33.01748887370509
22.930146018977492,33.0159986868005
22.93318914313257,33.01438569562432
22.93627791766611,33.012667021464395
22.939382266377784,33.01065028705672
22.942595508532982,33.00857008974211
22.94609724968707,33.006273357965235
22.949693766033537,33.00377880561736
22.953192061022598,33.001328030957296
22.956516511969284,32.99871246600066
22.959391074411236,32.99623580003116
22.962192008646834,32.993600518067424
22.96538744043314,32.99157149940009
22.968534216694618,32.9895184773473
