Nord_x,Est_y
24.73292629646597,26.653998826833895
24.739291468581456,26.651666180407975
24.745888894974918,26.648662260806436
24.752579248381608,26.64566582688958
24.759421587843416,26.642352689587597
24.76598923063547,26.639050116405407
24.77250959396572,26.63578576262897
24.779150475539,26.633295226077077
24.78579687832664,26.6308202380771
24.79284456780799,26.62861536048739
24.80000413538318,26.626694907383936
24.80726759324311,26.624669789537506
24.815091567441986,26.62268617653834
24.822822951045715,26.620761239150735
24.830775516814764,26.618495723682614
24.838527462913436,26.61625298737818
24.846261964038487,26.61367133327428
24.85301264794952,26.61068604437691
24.859772389705302,26.607691495948686
24.866424477675775,26.604530483099683
24.873130268855785,26.601313817701623
24.880076465384587,26.598121588800225
24.88789309775362,26.59500122342028
24.895596049789102,26.591887163724447
24.903118700816723,26.58904629389942
24.910527390926813,26.58628224062451
24.917523431751892,26.583603457066946
24.924388801010146,26.580896990152585
24.931239053364422,26.578225459125125
24.938348315128614,26.575259387471416
24.945560598568687,26.572271031290363
24.953131645033213,26.569025412938977
24.96069970119334,26.565472112195298
24.96833849490869,26.561847683155374
24.97559217897531,26.55818277737861
24.982357804513676,26.55463929860794
24.988862474223236,26.551125197826643
24.995283124224304,26.547832765650856
25.00153082918257,26.544549906912223
25.007932872295466,26.541117794380256
25.014466469719267,26.537819617937092
25.02104509486538,26.53452479640756
25.027676724234723,26.531304410918636
25.034187932187248,26.52814425954952
25.040777210336945,26.524888478017054
25.04699924433414,26.5214373361494
25.05312241311496,26.517905899255048
25.060891175170262,26.51233372790018
25.067069169496566,26.508433515192856
25.074966491317813,26.502785446063026
25.081189152918483,26.499069176422736
25.087492488422633,26.495606190969106
25.09352490206577,26.49278510185532
25.09959689996053,26.489927321594166
25.10542987846418,26.486767543092924
25.111013366917376,26.48360091864009
25.116743722358162,26.48025743791703
25.122266836487853,26.476504782447794
25.127909812279917,26.472705376473765
25.133241954022388,26.469190376784802
25.138429969595148,26.465814607934096
25.143328516493384,26.462704016204302
25.14853444844914,26.459840435918636
25.153641529323735,26.457007796488618
25.159168699552914,26.45384852505692
25.164969042675843,26.45053409124117
25.170870498514084,26.44693381286245
25.176346359332115,26.443202284607384
25.181716128305915,26.439510824716166
25.18731991139176,26.435836420742344
25.19317446164459,26.43237833807187
25.199580490180907,26.4289524877719
25.206186452829748,26.425351022471038
25.212788964366236,26.42171338462832
25.21901023859571,26.417858043217848
25.2246816643318,26.414110261948224
25.230341637717984,26.41048716351724
25.236158487236374,26.407259782621953
25.242080495674905,26.4040101930803
25.248507873330794,26.400772882671216
25.254983963052368,26.397441367815308
25.261566603305848,26.393937276658644
25.267066908855185,26.390329163440175
25.27248923891328,26.386685056102706
25.277459498696455,26.38291223026313
25.282276197054976,26.37898469514639
25.28733749326658,26.37503020830909
25.29364437812282,26.371290592833102
25.29997436274481,26.367563433630757
25.30574579864956,26.364051143610705
25.311119210974617,26.360734342872245
25.315837145183533,26.35745956148488
25.320447389562347,26.35399516710596
25.325027983210752,26.350538671399104
25.330153249037398,26.347416220445698
25.335971206756515,26.344123553320852
25.342742402982484,26.340785835963587
25.34964889086978,26.337479515132408
25.356706166146104,26.3341109174192
25.363377518998927,26.330747227359883
25.369675442129864,26.327469379073364
25.375579252187897,26.32407753921992
25.381560022122088,26.32081918196386
25.38755559586528,26.317588040217316
25.39383564996619,26.314315174568435
25.40031635836874,26.3110292503406
25.406824543505877,26.30753261192704
25.41308334460667,26.303665093413162
25.419228248398383,26.2999412277275
25.425296229772254,26.296005632050722
25.431228653742785,26.292219998090705
25.43705988937462,26.28848097928022
25.44319759692919,26.28475602818887
25.44933177280069,26.280982719889796
25.455444470922174,26.277286869540237
25.46154517884889,26.273689340821758
25.467808939289302,26.27012563348823
25.474255075080144,26.266825296744226
25.480670195385727,26.263543926785363
25.487273649034186,26.260215382823784
25.493649472032974,26.25669408693583
25.499823388350208,26.253286705067516
25.505887239414722,26.249165190213688
25.51183088603794,26.245147061533892
25.517845280111025,26.241052378298455
25.52382633133596,26.23736772385479
25.52986620554473,26.233846889661603
25.536518737360904,26.22949307184129
25.542388396036582,26.226561725094587
25.54802349851478,26.223654199849683
25.55355105746233,26.220519535005977
25.559083431570322,26.217069880123617
25.564943794222902,26.213127082803133
