Nord_x,Est_y
22.690662377273306,33.23524254059706
22.69153482172736,33.234173510712495
22.6909596761493,33.234441950715706
22.692431544823965,33.23297598407261
22.691925225013506,33.23285522346049
22.69324055397405,33.23078633228428
22.692149947343022,33.230601998020006
22.69138884596498,33.23020707262026
22.690567897506888,33.22984949002145
22.69030864214426,33.22891313047448
22.690175680672862,33.22775535816396
22.689730994633425,33.226341635834515
22.688901085863556,33.225202303628464
22.68807477733254,33.22399390421776
22.68904253058328,33.22115686484428
22.688163551420065,33.2204280619625
22.687520889701926,33.219591055105106
22.688577436829487,33.21677393769429
22.687616371654972,33.21610613376649
22.68611551307113,33.21583937224551
22.68639989306883,33.21367109620721
22.68496305003947,33.213807268093305
22.684605087068093,33.21287037007334
22.68430566013572,33.2119660831879
22.684347311662307,33.21076895607678
22.68427342407478,33.20972141396922
22.68568137614146,33.206721740754695
22.68479183938735,33.20637414932298
22.683912383160685,33.206085424487064
22.685016252862454,33.20338217200397
22.684357338475937,33.20325751057094
22.683781281176614,33.20337658898368
22.68330089736248,33.20360290760664
22.682851256930743,33.20385151332049
22.681703035876627,33.20447257302418
22.68024937265007,33.2050800261908
22.67854417824825,33.205709729405065
22.67715997758066,33.206468820207135
22.67762113397076,33.20470357537522
22.676708652231486,33.20560693938383
22.67792915087232,33.20355821473264
22.678795300209085,33.20146407146736
22.676860306815854,33.20201320202281
22.674907781517437,33.202549560860184
22.67250718338245,33.2029910446269
22.669853346538417,33.20337531413188
22.667176747760237,33.20367303394063
22.666791549059667,33.20084910108444
22.664647405394774,33.20082992639565
22.662711698173265,33.200536858655184
22.660610278897657,33.20037865308478
22.658185951979924,33.20043827720864
22.657610028965127,33.197964079165594
22.655306746120363,33.19847768793553
22.655087891317933,33.19590711912048
22.654925177342598,33.19313257799129
22.653015411771495,33.193416251101986
22.652702980442786,33.1906876980788
22.65076738913003,33.1910554171978
22.65057381515678,33.18835855999478
22.648688272394136,33.18863804888448
22.64695117905622,33.18885081147223
22.644467014953086,33.18889553741598
22.642116162167884,33.18889035738525
22.641035696845716,33.18563294043813
