Time_sec , Lat , Lon , Yaw_deg , North_m , East_m , Target_WP_idx , Dist_to_WP_m , CrossTrackErr_m , Surge_Cmd , Yaw_Cmd_deg , Event
0.00  ,43.706598  ,10.475341  ,0.00  ,35.00  ,20.00  ,1,0.00  ,0.00  ,0.00  ,0.00  ,Smart Start: Corner 3 (Inversione Totale). | Inserito WP Rientro
0.12  ,43.706598  ,10.475341  ,0.00  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
0.20  ,43.706598  ,10.475341  ,-0.03  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
0.30  ,43.706598  ,10.475341  ,-0.11  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
0.40  ,43.706598  ,10.475341  ,-0.23  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
0.50  ,43.706598  ,10.475341  ,-0.39  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
0.60  ,43.706598  ,10.475341  ,-0.59  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
0.70  ,43.706598  ,10.475341  ,-0.82  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
0.80  ,43.706598  ,10.475341  ,-1.09  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
0.90  ,43.706598  ,10.475341  ,-1.38  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.00  ,43.706598  ,10.475341  ,-1.71  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.10  ,43.706598  ,10.475341  ,-2.07  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.20  ,43.706598  ,10.475341  ,-2.45  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.31  ,43.706598  ,10.475341  ,-2.91  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.40  ,43.706598  ,10.475341  ,-3.29  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.50  ,43.706598  ,10.475341  ,-3.75  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.60  ,43.706598  ,10.475341  ,-4.23  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.72  ,43.706598  ,10.475341  ,-4.81  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.80  ,43.706598  ,10.475341  ,-5.26  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
1.90  ,43.706598  ,10.475341  ,-5.78  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.00  ,43.706598  ,10.475341  ,-6.34  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.10  ,43.706598  ,10.475341  ,-6.93  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.20  ,43.706598  ,10.475341  ,-7.50  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.30  ,43.706598  ,10.475341  ,-8.10  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.40  ,43.706598  ,10.475341  ,-8.73  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.50  ,43.706598  ,10.475341  ,-9.37  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.60  ,43.706598  ,10.475341  ,-10.01  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.70  ,43.706598  ,10.475341  ,-10.66  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.80  ,43.706598  ,10.475341  ,-11.34  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
2.90  ,43.706598  ,10.475341  ,-12.02  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.00  ,43.706598  ,10.475341  ,-12.71  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.10  ,43.706598  ,10.475341  ,-13.42  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.20  ,43.706598  ,10.475341  ,-14.14  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.30  ,43.706598  ,10.475341  ,-14.85  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.40  ,43.706598  ,10.475341  ,-15.59  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.50  ,43.706598  ,10.475341  ,-16.33  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.60  ,43.706598  ,10.475341  ,-17.08  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.70  ,43.706598  ,10.475341  ,-17.83  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.80  ,43.706598  ,10.475341  ,-18.60  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
3.90  ,43.706598  ,10.475341  ,-19.36  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.00  ,43.706598  ,10.475341  ,-20.14  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.10  ,43.706598  ,10.475341  ,-20.93  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.20  ,43.706598  ,10.475341  ,-21.73  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.30  ,43.706598  ,10.475341  ,-22.51  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.40  ,43.706598  ,10.475341  ,-23.31  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.50  ,43.706598  ,10.475341  ,-24.11  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.60  ,43.706598  ,10.475341  ,-24.92  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.70  ,43.706598  ,10.475341  ,-25.75  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.80  ,43.706598  ,10.475341  ,-26.56  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
4.90  ,43.706598  ,10.475341  ,-27.37  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
5.00  ,43.706598  ,10.475341  ,-28.22  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
5.10  ,43.706598  ,10.475341  ,-29.03  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
5.21  ,43.706598  ,10.475341  ,-29.91  ,35.00  ,20.00  ,1,15.47  ,0.00  ,0.00  ,-45.00  ,
